col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
IKdGJ,kWIdL,bzTNv,29,49,46,44,18.341987224777675,7.568291530154405,kdsaz,27,13.895746817760001
KuAoW,kkgxl,JJVfK,45,44,45,47,23.07899112171759,9.499599926469534,ISZbB,38,9.500888055563712
zSXXa,OJUYi,GchbY,29,38,41,38,14.97112048219602,7.6012773287764315,YSOpI,31,13.127359599881247
HaWFJ,zGAie,pSdUY,22,52,51,41,24.098097928713617,10.475391555399636,NYxpu,31,1.4336495493017112
nDwee,pthgq,skqjF,40,46,43,38,22.19741570880754,13.852536321026268,LHZAd,40,-3.819303261301771
nfZIF,HsSZL,PkSud,52,50,41,38,18.301763050222412,8.056534667750409,NIKJX,32,16.17632244367481
uMKiS,QINgs,DSSVH,29,39,44,42,8.189991967948556,10.821349982284337,dJSCb,46,2.964554732681389
iFBtl,quagQ,xQtDy,22,50,49,44,25.659258129076008,13.138618196770723,WotiD,40,6.744466843473983
GpRXh,YImII,pPyGf,24,46,50,48,10.583590948576992,14.514843080142207,mHaEZ,43,11.024242191054359
MIyIh,IVaPU,beetK,35,46,51,39,15.345772316423092,10.731693370366976,ayHZc,41,8.05188054856496
prQOZ,cfgSg,pisMR,51,40,56,43,17.562618572842418,9.526919976948198,MUBtt,38,4.858563783337549
EDIMK,exAYZ,nrgTu,30,42,45,42,17.676065507312185,12.04980902152769,GFwHj,30,12.718781999520173
xhEMN,snkms,YvFRW,16,35,46,40,13.80177345662696,5.374576576015381,pHkWC,36,0.6373319823233525
SxNVl,bIGqp,KWAOQ,40,48,48,38,13.082070385977357,11.684952503664432,nlgQg,30,-2.7196859611881665
GJQWR,LuVqu,DRfBX,35,46,45,39,21.290816804111,7.587434514864549,uINbC,30,-3.2994687673977356
pgLoi,WCcCs,ECEdi,37,43,46,47,31.504311659651442,13.210039478884784,QAqgm,39,18.835638967388817
xMoCZ,zihTY,wjvFn,31,35,42,39,29.525722836157748,9.324710011037457,XUFYM,32,-8.317950075569964
TyXDr,oAcgQ,SDmko,33,40,46,49,7.617797360447506,12.8020584499211,yWDZd,29,-7.62455269775152
GevML,ReYny,YBoIo,17,49,49,50,22.33971406898019,12.329380437151205,uhCNS,33,0.4744780608199992
FLVqR,izHzr,sXoey,22,43,45,44,19.259192040679245,14.407567925377714,sItYh,43,3.2942195689834524
VXUgF,lDjTa,yvwBA,26,44,48,43,14.560178689310355,3.256926581507412,kPkic,34,13.680397113767429
xlDCP,pzPLi,rKCQC,36,42,41,42,16.821474412672075,13.762420393894987,FnqtE,36,7.4362125261065
zOXqE,GRAWP,nTEKY,22,41,53,44,36.26645909790082,7.547456371389897,BnKun,32,-3.1163342832953074
ePcZy,PqboO,uBuLQ,15,47,38,48,10.843320931193897,5.734106129749003,jwarA,32,8.964461774145459
tljaG,vBoAG,KymQP,29,48,58,40,24.727343664197967,7.418105060914841,OWASt,41,3.474739955825635
jOPbw,nHDRN,Jdtmg,19,40,44,43,25.84314944163403,7.912305706775074,ntXtf,39,14.989498119515938
OkaJv,EAhTG,BNKGw,30,39,46,39,18.567511951360952,6.761902161169495,VpEmF,35,-13.348357491489843
siJWA,OjPxC,IjSvx,31,33,45,47,18.804858280199344,9.67211636434599,RQPKf,35,-11.112162872346376
xDVZc,AVWXw,JKgpw,37,39,46,45,24.770841425687014,5.891658903385802,tejnp,28,8.558952469457818
vvVSH,sALec,efbkV,32,46,46,43,13.556554453356064,13.054197848044552,ldlnT,35,13.184266569173673
mvvMb,KdQmd,phHSu,41,37,45,38,26.154871775853,10.361714180785752,fCyNP,31,-0.24736906037411455
XHkkD,SSUpg,rLmev,38,41,45,43,32.972503779777426,4.425471579078035,sgFwh,22,-4.130370547402007
TYtET,zpCUf,nCJHK,40,54,42,36,30.275409344311086,10.613554384436751,aAOUD,23,18.67281627043502
JAXdB,pxNFX,Fcbdz,33,49,41,42,24.71512383395833,14.416667758360731,Mnadq,33,-12.564954604924118
lpnYc,nKXGh,RiQIO,29,40,50,44,34.106083291671396,4.556182630144048,sYlva,31,-3.0745728090740085
MnGcc,GNTFE,icyfh,34,48,46,44,8.598151291770918,13.497913576981578,tUeNs,23,7.708991006495298
BrDqw,JTqpx,IYmAo,28,39,39,40,16.950931455427618,4.5396573622003284,iVXDo,32,14.514312377894425
sqgqC,qzFoJ,ztEAF,34,46,41,42,34.74564225198894,10.368022062210164,QMKNh,33,6.856425738207825
AWORj,xkpSQ,sVeoJ,15,38,50,44,22.39149993771921,15.294438950565558,koCGF,28,-6.678846959204982
cwErD,GoCjb,kRQdV,31,40,47,46,-3.1600728074574853,17.167968442171222,kxpOS,36,17.776527300085284
BDqkh,fNpWQ,Gqxva,40,32,42,42,29.626870741578664,17.390217436378947,yWQAF,34,19.880654859168928
raFAS,kBIJI,EsfVb,42,54,46,45,23.820125509627623,8.987903156635252,ZFtGC,39,8.63299807376718
lrjGU,LsrSL,ldCMm,63,38,48,43,31.403294112373793,19.214643065231893,oGOnN,37,14.24768485336678
celPg,FCPXB,yybgG,33,39,40,43,23.87916778020002,12.934057361094624,Fagac,40,21.18860754328602
rJcKI,aLSOM,KhtPm,41,40,53,40,26.039120582507152,11.488577757562991,ROJeo,30,0.31136094892435295
fGplo,SWHOd,OTfIX,33,46,46,46,13.314162662407636,7.543088245883791,QcoDa,41,-2.7624760885370296
Udiwd,VEDin,gwTcy,36,41,36,46,14.79060103093532,4.948773383692606,GdMBq,35,4.535797419745584
GEQxc,iJwmV,RfHgl,55,45,39,45,21.841246971828078,16.13717585018818,LoZFy,28,-8.677831956396487
bSAxR,VIQko,UQywU,22,47,40,43,10.058280240091118,9.379446694347767,DAnMi,36,26.767364885223916
EzYbP,OyagW,Fizuy,33,51,44,43,14.019031611464012,11.595931965015943,zNBWs,34,10.113848361827452
LVWrF,YEhDZ,lFrXQ,28,44,37,47,16.961325205494695,8.230478749173459,JDnOh,28,7.5909079163617506
GdNzc,OQkuT,bjTEE,36,37,43,45,18.995961863094703,8.440987551261195,yipdx,39,-5.02551941405631
AmPOK,DCaBw,tIRCg,26,38,42,41,15.568915851454186,4.193481328982879,dTkYq,34,2.9699229011166075
YBDAG,hvmuo,xbofe,36,36,53,39,27.26234704664812,6.962814529751118,qguQz,37,3.6965082426628384
CbtmQ,lqiSH,MuxVy,15,34,37,46,21.690589681662793,11.628509477221156,XoHhY,42,2.9934025319060007
SNEzw,ISBED,VwYIu,30,36,42,47,14.787644261160136,10.531322924699865,jMkej,23,9.51191813481821
XKpSw,jxjSL,KuqOX,17,36,39,42,11.098722087306912,8.94031622844118,YUOBb,23,10.991883183272982
mcTDa,EFElN,HUGtN,35,39,45,39,17.932394942795714,6.27005837911533,UtSvO,28,3.3129605155598467
cOLoj,uMjLx,qGavl,25,48,39,40,15.421006837486168,13.713956362869403,fJyYK,26,0.4925674657132597
aTGnL,XVBHP,IuYgi,26,35,45,43,27.177537724666834,19.078897532036812,IKTig,29,9.49772391680155
sHhPb,FRCkP,iTIIK,28,43,43,46,26.26759466572742,7.005556291664963,qLaPJ,28,8.89493871886635
dMuWT,cloiu,WxHtR,15,50,46,45,37.43075132454855,16.99203618939312,hQXOC,38,-5.803358495471832
HrxZt,Zjzoj,yZYbL,20,38,47,44,25.451810429326574,11.761072347025607,oLARJ,31,1.113251031842466
dpavU,kuKUr,mtsRe,39,49,51,43,17.504484795559534,15.120712076270285,PsVlN,23,-0.6795645698561126
HESzo,pNlxC,dpidL,31,47,45,41,21.602845583458944,5.429142917642851,MtaIy,36,12.244725009996728
TfmAn,xtHOh,nFhQz,28,47,37,44,31.715870275985388,8.984428153339284,MLAkL,26,12.087224630115788
Yqmgp,YMCBh,CefQr,35,36,50,43,28.002084422833924,7.50381541523313,BejGN,40,5.589186918732588
tVypc,lycrQ,hStqf,44,44,35,45,21.19237166581254,12.563694478802905,OdSCF,31,6.507379025943834
BDLBg,hOjrm,mYcNN,35,46,46,44,25.16095724676714,17.12377662719248,aMhkU,33,17.8676315526149
xckFH,RRmtS,igfRE,29,43,53,40,23.16404996652709,7.216377207300842,wWJXl,41,7.887196554623074
hxzGc,UEOJX,CWTMN,34,39,44,42,31.110815171680336,10.635954179544441,OsNYD,27,8.460914160906846
SlKBY,UlqtG,YlTme,27,42,48,41,17.71271962038555,7.40631961842187,Rafjh,38,10.714671241119262
yJLoA,gvdxW,QheLs,31,46,48,47,26.50405696510283,9.210937225825887,YVHTQ,46,14.277609114909929
uwavg,rvCkn,Ktegf,48,50,42,40,15.816179955794825,11.624523084513505,lWgGi,40,4.623425338458225
MaGrk,tlrAt,KMhjB,29,38,42,39,18.150502787946483,7.448849932006089,gbABO,37,8.180856232140757
ZTbtq,KFHmR,tHisY,39,40,46,45,33.09135736645703,9.099523956107083,YqvFu,26,5.43254212105707
FVJJe,WosLo,tIzwo,38,45,45,48,27.727781933654054,9.871038772220622,bmrNV,41,-11.089415527795841
zmxKH,uvSsj,XgoeM,31,39,48,46,7.814820269384121,13.44681853673356,cijpl,21,19.045248617080514
xQdxR,jjIsn,EoFyF,17,37,45,39,29.164894525901595,17.578500852625375,KwXxW,26,9.310584273551349
HSGMm,vvkrk,tgjUq,41,42,42,45,10.946072622530778,8.972000065359367,npEVv,41,12.424977061559483
MsTOa,gABQh,vkixB,35,43,47,44,30.367222465227314,7.480499067005045,cgRTp,28,-1.3128662021519482
exudD,fjtYD,ifEiZ,27,49,43,41,19.69733307040526,9.622530924834951,IqHTP,41,0.712465719164769
KpPTb,ZXubJ,QucJY,29,44,48,43,14.913953450150558,8.418362248036743,BKYSF,30,9.295570937177953
bwQGI,AMbFO,lKZGp,33,41,47,47,27.97177535150237,12.670695489846633,tNwKE,21,-7.900595837032201
XBAXQ,yTbgn,Redcl,19,45,43,46,40.76323948822218,14.123512064948532,CrKiT,31,11.10163262026976
bgSpk,lBuKN,yLAvW,38,34,48,43,6.367529706930753,-0.35414828392866227,ASYZS,34,-6.019347749742879
eUAGH,PBQEt,IunOJ,27,37,46,43,20.642280708956996,11.091689478107375,HQkFO,31,-3.5692637609638345
fBCAE,CNdvQ,zhZbd,31,48,46,49,9.204017753964784,6.644408646378984,CWmQv,36,-0.6421487366723593
igiBG,AHSKs,JhPra,32,46,46,42,17.07039225370221,6.683933759988697,DihQa,29,7.802237792661293
euZCS,EacQM,IvDJv,41,49,43,42,21.034328149040373,15.075924754426097,iuRus,20,-2.576309898435821
uJvIn,lXIYz,vTiYr,18,54,57,39,22.54335394329324,5.061637398874601,zohBN,37,5.494061883192903
lfTZC,hvkIk,GqZYo,24,41,44,46,17.15025354532019,17.164561531536172,EeAkl,45,1.8886067313186379
pZCya,ylRVQ,phKps,29,50,48,46,26.45467664633302,20.192181880665785,FRmey,18,5.502661713369931
VKQAo,AnOLO,uSQHK,33,52,43,44,14.734336004500449,15.707100471191026,JnDJK,34,13.52145244457899
sOmAd,wHSPx,rvdpM,20,43,50,49,29.05271225348603,3.25572271871087,oddMl,38,17.273862373975607
qCjIi,bvaIz,KcbpH,41,52,41,39,40.87537936362534,12.672550833268062,LkGzi,37,3.6625041234497546
UDRHW,nIJBr,mxhir,50,28,44,45,15.044067359778182,14.326731316746812,MpxXk,33,-3.1845396160987773
